,Contig,Breadth,Depth avg,Depth median,readsGB,expected_value,expected_value_int,err,AE,RAE,std_res
0,NC_014328.1.region004,1.0,32.62191867565245,30.0,0.6,35.58757699372283,36.0,-5.587576993722827,5.587576993722827,0.15700920000000002,-1.8280620194543606
1,NZ_CP053893.1.region001,1.0,30.574416771021752,30.0,0.6,35.58757699372283,36.0,-5.587576993722827,5.587576993722827,0.15700920000000002,-1.8280620194543606
2,NZ_LT906470.1.region001,1.0,32.423726882618766,32.0,0.6,35.58757699372283,36.0,-3.587576993722827,3.587576993722827,0.10080981333333336,-1.1737311631608243
3,NZ_CP053893.1.region004,1.0,32.72583937136442,29.0,0.6,35.58757699372283,36.0,-6.587576993722827,6.587576993722827,0.18510889333333336,-2.1552274476011286
4,NZ_CP053893.1.region003,1.0,30.811415122094733,30.0,0.6,35.58757699372283,36.0,-5.587576993722827,5.587576993722827,0.15700920000000002,-1.8280620194543606
5,NZ_CP053893.1.region002,1.0,170.5803382663848,33.0,0.6,35.58757699372283,36.0,-2.587576993722827,2.587576993722827,0.07271012000000003,-0.846565735014056
6,NZ_CP053893.1.region005,1.0,29.604557843731072,29.0,0.6,35.58757699372283,36.0,-6.587576993722827,6.587576993722827,0.18510889333333336,-2.1552274476011286
7,NC_014328.1.region003,1.0,30.49127794911334,29.0,0.6,35.58757699372283,36.0,-6.587576993722827,6.587576993722827,0.18510889333333336,-2.1552274476011286
8,NZ_CP053893.1.region006,1.0,37.19306358381503,32.0,0.6,35.58757699372283,36.0,-3.587576993722827,3.587576993722827,0.10080981333333336,-1.1737311631608243
9,NC_014328.1.region001,1.0,30.103129131776114,30.0,0.6,35.58757699372283,36.0,-5.587576993722827,5.587576993722827,0.15700920000000002,-1.8280620194543606
10,NC_014328.1.region005,1.0,33.321522856745865,30.0,0.6,35.58757699372283,36.0,-5.587576993722827,5.587576993722827,0.15700920000000002,-1.8280620194543606
11,NZ_LT906470.1.region002,1.0,32.42865112819241,31.0,0.6,35.58757699372283,36.0,-4.587576993722827,4.587576993722827,0.1289095066666667,-1.5008965913075925
12,NZ_LT906470.1.region003,1.0,29.386268656716418,29.0,0.6,35.58757699372283,36.0,-6.587576993722827,6.587576993722827,0.18510889333333336,-2.1552274476011286
13,NC_014328.1.region002,1.0,29.905519668084654,30.0,0.6,35.58757699372283,36.0,-5.587576993722827,5.587576993722827,0.15700920000000002,-1.8280620194543606
14,NZ_LT906445.1.region001,1.0,29.806031307550644,29.0,0.6,35.58757699372283,36.0,-6.587576993722827,6.587576993722827,0.18510889333333336,-2.1552274476011286
15,NZ_CP020566.1.region001,1.0,29.921274342801897,30.0,0.6,35.58757699372283,36.0,-5.587576993722827,5.587576993722827,0.15700920000000002,-1.8280620194543606
0,NC_014328.1.region004,0.9838527296576056,4.430627068775285,4.0,0.08,4.74501026582971,5.0,-0.74501026582971,0.74501026582971,0.15700919999999996,-0.24374160259391464
1,NZ_CP053893.1.region001,0.9698993553174714,3.8601759755164498,4.0,0.08,4.74501026582971,5.0,-0.74501026582971,0.74501026582971,0.15700919999999996,-0.24374160259391464
2,NZ_LT906470.1.region001,0.9685565640071392,4.268574789257008,4.0,0.08,4.74501026582971,5.0,-0.74501026582971,0.74501026582971,0.15700919999999996,-0.24374160259391464
3,NZ_CP053893.1.region004,0.9717318093683028,4.15537702163411,4.0,0.08,4.74501026582971,5.0,-0.74501026582971,0.74501026582971,0.15700919999999996,-0.24374160259391464
4,NZ_CP053893.1.region003,0.9748945768363244,3.970375213761191,4.0,0.08,4.74501026582971,5.0,-0.74501026582971,0.74501026582971,0.15700919999999996,-0.24374160259391464
5,NZ_CP053893.1.region002,0.9831873552803784,22.736995699365146,5.0,0.08,4.74501026582971,5.0,0.25498973417029,0.25498973417029,0.053738500000000036,0.08342382555285355
6,NZ_CP053893.1.region005,0.970260448213204,4.161386478556714,4.0,0.08,4.74501026582971,5.0,-0.74501026582971,0.74501026582971,0.15700919999999996,-0.24374160259391464
7,NC_014328.1.region003,0.9813511950655358,4.244095261478026,4.0,0.08,4.74501026582971,5.0,-0.74501026582971,0.74501026582971,0.15700919999999996,-0.24374160259391464
8,NZ_CP053893.1.region006,0.9921001926782274,5.0125752573315205,4.0,0.08,4.74501026582971,5.0,-0.74501026582971,0.74501026582971,0.15700919999999996,-0.24374160259391464
9,NC_014328.1.region001,0.9614367562802996,4.0302544121017645,4.0,0.08,4.74501026582971,5.0,-0.74501026582971,0.74501026582971,0.15700919999999996,-0.24374160259391464
10,NC_014328.1.region005,0.9833263859941642,4.458103716263953,4.0,0.08,4.74501026582971,5.0,-0.74501026582971,0.74501026582971,0.15700919999999996,-0.24374160259391464
11,NZ_LT906470.1.region002,0.987075378130424,4.495933682921469,4.0,0.08,4.74501026582971,5.0,-0.74501026582971,0.74501026582971,0.15700919999999996,-0.24374160259391464
